university,gpa,country,timezone,submission_duration_min,position_applied,years_experience,technical_skills_count,soft_skills_count,resume_file_size_kb,device_type,referral_source,is_fraudulent,email_username_length,has_suspicious_domain,name_length_ratio,suspicious_ip,submission_speed,application_hour,is_night_hour,application_dayofweek,application_month
Liberal Arts College,3.81,Unknown,UTC,6,Marketing Intern,6,8,7,81,Windows Chrome,Direct,True,11,1,0.5,0,0.75,2,1,1,2
Tech Institute,3.09,Canada,CST,50,Business Analyst Intern,2,4,2,294,Mac Safari,Company Website,False,15,0,0.55,0,12.5,11,0,6,1
International University,3.3,India,CET,75,Research Assistant,1,3,2,95,Mac Safari,University,False,13,0,0.45,0,25.0,11,0,4,3
Community College,3.78,Canada,,10,Business Analyst Intern,7,6,7,70,Windows Chrome,,True,11,1,0.5,0,1.6666666666666667,4,1,3,1
Liberal Arts College,3.76,Australia,,4,Marketing Intern,6,7,6,57,Automated Script,Unknown,True,6,1,0.7,1,0.5714285714285714,0,1,3,4
Liberal Arts College,3.52,Australia,PST,62,Marketing Intern,0,4,4,277,Windows Chrome,Job Portal,False,16,0,0.6,0,15.5,10,0,4,3
Tech Institute,3.67,Brazil,,3,Marketing Intern,5,6,7,62,Windows Chrome,Unknown,True,11,1,0.5,0,0.5,22,0,4,4
State University,3.27,Brazil,CST,29,Software Developer Intern,2,5,2,114,Mobile iOS,LinkedIn,False,13,0,0.45,0,5.8,9,0,2,6
Fake University,1.25,Germany,Unknown,3,Business Analyst Intern,9,9,5,99,Windows Chrome,Direct,True,10,0,0.7,0,0.3333333333333333,8,0,0,6
State University,3.34,Australia,PST,86,Marketing Intern,2,3,3,207,Windows Firefox,Company Website,False,14,0,0.5,0,28.666666666666668,12,0,5,1
Tech Institute,3.32,Canada,CET,41,Software Developer Intern,0,3,2,435,Mobile iOS,University,False,15,0,0.55,0,13.666666666666666,16,0,0,5
Community College,3.84,Germany,EST,119,Software Developer Intern,0,3,4,324,Windows Firefox,University,False,15,0,0.55,0,39.66666666666666,13,0,4,2
Liberal Arts College,2.92,Brazil,CET,72,Business Analyst Intern,2,2,4,404,Mobile iOS,University,False,15,0,0.55,0,36.0,15,0,2,1
Tech Institute,3.21,Brazil,PST,23,Research Assistant,1,5,3,351,Windows Firefox,Job Portal,False,14,0,0.5,0,4.6,16,0,1,4
Tech Institute,3.49,Brazil,PST,63,Research Assistant,1,3,4,174,Mobile iOS,University,False,14,0,0.5,0,21.0,17,0,6,5
Online University,3.29,China,CET,117,Business Analyst Intern,2,4,2,495,Windows Firefox,Job Portal,False,14,0,0.5,0,29.25,16,0,2,6
Liberal Arts College,3.11,Brazil,IST,87,Business Analyst Intern,1,5,2,59,Windows Firefox,Company Website,False,15,0,0.55,0,17.4,11,0,3,2
International University,3.49,Germany,IST,82,Data Science Intern,0,2,2,489,Mobile iOS,Company Website,False,14,0,0.5,0,41.0,11,0,5,2
Community College,3.17,USA,EST,77,Software Developer Intern,0,3,4,432,Mac Safari,LinkedIn,False,15,0,0.55,0,25.666666666666668,9,0,4,6
State University,3.41,Australia,IST,60,Business Analyst Intern,2,5,3,358,Windows Chrome,Company Website,False,15,0,0.55,0,12.0,9,0,1,4
Liberal Arts College,3.25,China,CET,54,Business Analyst Intern,1,3,3,316,Mac Safari,University,False,14,0,0.5,0,18.0,13,0,3,6
Community College,3.85,UK,CET,98,Marketing Intern,2,5,4,265,Mobile iOS,Job Portal,False,13,0,0.45,0,19.6,17,0,3,2
Tech Institute,3.73,China,EST,100,Business Analyst Intern,2,4,2,110,Mobile iOS,LinkedIn,False,14,0,0.5,0,25.0,15,0,0,4
Online University,3.34,Canada,EST,30,Research Assistant,2,3,4,277,Windows Firefox,Company Website,False,17,0,0.65,0,10.0,15,0,0,1
Community College,3.26,UK,CET,54,Software Developer Intern,2,3,4,460,Mobile iOS,LinkedIn,False,14,0,0.5,0,18.0,12,0,1,2
State University,2.97,USA,GMT,56,Marketing Intern,0,3,3,338,Windows Firefox,Company Website,False,15,0,0.55,0,18.666666666666668,16,0,3,1
Community College,2.94,China,IST,95,Data Science Intern,2,2,4,450,Windows Firefox,Job Portal,False,13,0,0.45,0,47.5,15,0,0,4
State University,3.95,USA,IST,57,Data Science Intern,0,3,2,195,Mobile iOS,LinkedIn,False,13,0,0.5,0,19.0,11,0,1,1
International University,3.89,UK,PST,101,Business Analyst Intern,1,3,2,197,Mobile iOS,Job Portal,False,15,0,0.55,0,33.666666666666664,11,0,1,2
Online University,3.73,Brazil,GMT,115,Software Developer Intern,1,3,4,316,Mac Safari,Job Portal,False,15,0,0.55,0,38.333333333333336,12,0,1,6
Community College,3.4,Germany,EST,53,Data Science Intern,2,2,4,248,Mac Safari,Company Website,False,14,0,0.5,0,26.5,14,0,1,6
Community College,2.94,India,EST,115,Data Science Intern,0,2,4,66,Windows Chrome,Job Portal,False,14,0,0.5,0,57.5,9,0,0,3
State University,3.48,Canada,EST,87,Marketing Intern,0,3,4,320,Mac Safari,LinkedIn,False,15,0,0.55,0,29.0,13,0,0,3
Liberal Arts College,3.65,Multiple,,6,Marketing Intern,6,9,7,14,Unknown Browser,,True,14,1,0.65,0,0.6666666666666666,4,1,4,1
International University,3.82,Germany,,8,Research Assistant,8,10,6,93,Automated Script,Direct,True,17,0,0.75,1,0.8,18,0,6,2
Online University,2.83,UK,EST,34,Data Science Intern,2,5,3,396,Mobile iOS,Company Website,False,16,0,0.6,0,6.8,17,0,1,1
Community College,3.1,Germany,IST,97,Software Developer Intern,2,3,3,358,Mac Safari,Company Website,False,15,0,0.55,0,32.333333333333336,15,0,0,4
State University,3.36,USA,GMT,114,Marketing Intern,0,4,3,373,Windows Chrome,Company Website,False,17,0,0.65,0,28.5,12,0,1,4
Liberal Arts College,2.94,Germany,EST,49,Software Developer Intern,2,3,3,63,Mac Safari,Job Portal,False,14,0,0.5,0,16.333333333333332,14,0,6,3
Online University,3.34,Brazil,CST,95,Research Assistant,1,3,3,458,Mac Safari,University,False,17,0,0.65,0,31.666666666666668,12,0,1,1
Liberal Arts College,3.17,Canada,PST,58,Data Science Intern,1,3,2,70,Windows Chrome,LinkedIn,False,17,0,0.65,0,19.33333333333333,11,0,2,5
Online University,3.21,Germany,GMT,71,Research Assistant,1,4,2,251,Windows Firefox,Company Website,False,15,0,0.55,0,17.75,14,0,2,5
No University,2.41,Brazil,UTC,7,Research Assistant,3,10,7,54,Unknown Browser,Direct,True,11,0,0.6,0,0.7,10,0,5,6
Online University,3.55,Germany,PST,23,Business Analyst Intern,2,5,2,457,Mac Safari,Job Portal,False,13,0,0.45,0,4.6,10,0,5,3
Liberal Arts College,3.53,Australia,IST,30,Data Science Intern,0,4,4,350,Windows Chrome,Company Website,False,14,0,0.5,0,7.5,16,0,0,3
Community College,3.71,Brazil,GMT,36,Data Science Intern,1,4,3,119,Mac Safari,Job Portal,False,13,0,0.45,0,9.0,17,0,0,5
Online University,3.46,Australia,PST,81,Business Analyst Intern,2,2,2,472,Mac Safari,University,False,15,0,0.55,0,40.5,14,0,1,3
State University,3.1,India,EST,33,Research Assistant,2,4,2,250,Mac Safari,Job Portal,False,15,0,0.55,0,8.25,10,0,5,4
International University,3.67,Multiple,Unknown,6,Research Assistant,6,10,6,20,Automated Script,Direct,True,16,0,0.7,1,0.6,5,1,0,5
State University,2.79,Germany,GMT,108,Research Assistant,0,5,4,200,Mobile iOS,Job Portal,False,13,0,0.45,0,21.6,9,0,0,2
Tech Institute,3.49,Australia,CST,84,Marketing Intern,1,5,3,476,Mac Safari,Company Website,False,16,0,0.6,0,16.8,12,0,0,4
Liberal Arts College,3.08,India,GMT,73,Research Assistant,3,3,4,450,Mac Safari,Job Portal,False,14,0,0.5,0,24.33333333333333,11,0,4,5
Online University,3.26,UK,PST,100,Marketing Intern,1,3,2,258,Mac Safari,University,False,12,0,0.45,0,33.333333333333336,10,0,4,5
State University,3.59,Unknown,,5,Software Developer Intern,8,8,7,53,Automated Script,Unknown,True,6,1,0.7,1,0.625,0,1,4,2
No University,2.32,USA,UTC,6,Business Analyst Intern,0,7,8,64,Windows Chrome,Unknown,True,10,0,0.55,0,0.8571428571428571,12,0,0,1
Community College,3.58,China,CST,46,Software Developer Intern,1,3,2,160,Windows Chrome,LinkedIn,False,16,0,0.6,0,15.333333333333334,14,0,3,6
Liberal Arts College,2.85,Canada,CST,84,Data Science Intern,2,3,2,480,Windows Chrome,LinkedIn,False,15,0,0.55,0,28.0,17,0,3,6
Online University,3.74,,UTC,3,Software Developer Intern,7,7,5,11,Automated Script,Direct,True,16,0,0.55,1,0.4285714285714285,16,0,1,1
State University,3.32,Australia,IST,62,Research Assistant,0,3,2,466,Mac Safari,Job Portal,False,16,0,0.6,0,20.666666666666668,13,0,0,4
State University,2.92,UK,EST,29,Research Assistant,0,2,2,452,Mobile iOS,University,False,14,0,0.5,0,14.5,15,0,6,2
Liberal Arts College,3.12,Australia,IST,21,Data Science Intern,0,4,2,112,Windows Firefox,Company Website,False,16,0,0.6,0,5.25,12,0,2,5
Online University,3.09,UK,CST,95,Research Assistant,0,2,3,427,Mac Safari,LinkedIn,False,15,0,0.55,0,47.5,17,0,3,6
International University,3.35,UK,PST,35,Marketing Intern,1,5,3,450,Windows Firefox,Job Portal,False,16,0,0.6,0,7.0,9,0,6,5
Community College,3.7,Brazil,EST,76,Research Assistant,1,2,4,493,Windows Firefox,University,False,16,0,0.6,0,38.0,9,0,0,5
Online University,3.52,India,IST,44,Software Developer Intern,1,5,3,176,Windows Firefox,University,False,16,0,0.6,0,8.8,11,0,1,4
Community College,3.46,China,GMT,63,Business Analyst Intern,1,4,4,405,Mac Safari,LinkedIn,False,16,0,0.6,0,15.75,10,0,0,4
International University,2.61,Canada,PST,67,Business Analyst Intern,1,3,2,241,Windows Chrome,University,False,13,0,0.45,0,22.33333333333333,17,0,3,6
Community College,2.93,Australia,CET,114,Data Science Intern,2,5,4,73,Mac Safari,LinkedIn,False,14,0,0.5,0,22.8,11,0,4,5
Tech Institute,3.55,Canada,CET,92,Research Assistant,0,4,4,403,Windows Chrome,University,False,15,0,0.55,0,23.0,17,0,5,5
State University,3.39,USA,PST,103,Data Science Intern,2,4,3,328,Mac Safari,Job Portal,False,14,0,0.5,0,25.75,12,0,0,5
Community College,3.21,Australia,CST,31,Research Assistant,0,2,2,312,Mobile iOS,Job Portal,False,14,0,0.5,0,15.5,15,0,4,5
Tech Institute,2.93,Germany,GMT,71,Business Analyst Intern,0,2,2,188,Windows Firefox,University,False,13,0,0.45,0,35.5,14,0,0,1
Online University,3.95,Brazil,UTC,5,Data Science Intern,5,7,6,29,Automated Script,Unknown,True,6,1,0.7,1,0.7142857142857143,0,1,6,5
Online University,4.02,USA,EST,27,Marketing Intern,0,2,3,258,Windows Firefox,LinkedIn,False,15,0,0.55,0,13.5,17,0,5,4
International University,3.65,Canada,EST,50,Business Analyst Intern,0,5,2,107,Windows Firefox,Job Portal,False,14,0,0.5,0,10.0,10,0,6,5
State University,3.66,China,GMT,91,Research Assistant,1,5,2,199,Mac Safari,University,False,13,0,0.45,0,18.2,17,0,2,3
Tech Institute,3.49,USA,EST,69,Research Assistant,2,5,4,416,Mac Safari,University,False,16,0,0.6,0,13.8,10,0,1,5
Liberal Arts College,3.01,USA,EST,85,Data Science Intern,2,3,3,219,Mac Safari,Job Portal,False,13,0,0.45,0,28.33333333333333,13,0,0,6
State University,3.41,Canada,CET,77,Marketing Intern,1,2,4,234,Mobile iOS,University,False,13,0,0.45,0,38.5,14,0,0,3
Community College,3.12,UK,EST,106,Software Developer Intern,1,4,3,57,Windows Chrome,LinkedIn,False,14,0,0.5,0,26.5,15,0,5,3
Community College,3.5,USA,GMT,74,Marketing Intern,1,4,3,62,Mobile iOS,Job Portal,False,13,0,0.45,0,18.5,14,0,5,5
Liberal Arts College,3.42,Australia,GMT,28,Data Science Intern,2,4,4,449,Mac Safari,Company Website,False,13,0,0.45,0,7.0,14,0,4,4
Online University,3.52,Germany,EST,108,Software Developer Intern,2,4,4,263,Mobile iOS,LinkedIn,False,13,0,0.45,0,27.0,13,0,6,4
International University,3.16,USA,IST,24,Research Assistant,1,5,3,400,Windows Chrome,Company Website,False,14,0,0.5,0,4.8,11,0,6,2
Community College,3.5,China,CET,24,Business Analyst Intern,0,2,4,412,Mobile iOS,Job Portal,False,13,0,0.45,0,12.0,9,0,2,6
Tech Institute,3.59,Germany,EST,35,Research Assistant,0,4,4,142,Windows Firefox,Job Portal,False,14,0,0.5,0,8.75,14,0,3,6
Liberal Arts College,3.38,China,IST,33,Research Assistant,2,5,3,144,Mac Safari,University,False,17,0,0.65,0,6.6,12,0,2,2
Liberal Arts College,3.19,Australia,CET,21,Business Analyst Intern,1,5,4,82,Mac Safari,LinkedIn,False,16,0,0.6,0,4.2,13,0,5,4
Community College,3.8,India,UTC,2,Research Assistant,5,6,5,84,Windows Chrome,,True,10,1,0.45,0,0.3333333333333333,23,0,4,1
State University,3.31,Canada,EST,70,Research Assistant,1,5,2,306,Mac Safari,Company Website,False,15,0,0.55,0,14.0,15,0,4,6
Online University,3.93,Germany,,5,Research Assistant,6,8,8,59,Windows Chrome,Unknown,True,11,1,0.5,0,0.625,4,1,6,6
Liberal Arts College,3.9,Germany,PST,58,Business Analyst Intern,3,4,3,102,Windows Firefox,LinkedIn,False,14,0,0.5,0,14.5,16,0,3,3
State University,3.33,China,IST,98,Data Science Intern,2,5,4,383,Windows Firefox,LinkedIn,False,15,0,0.55,0,19.6,17,0,6,2
International University,3.46,USA,CST,65,Research Assistant,3,5,2,462,Mac Safari,Company Website,False,15,0,0.55,0,13.0,15,0,0,2
State University,3.75,Brazil,PST,38,Marketing Intern,1,3,4,116,Mac Safari,LinkedIn,False,13,0,0.45,0,12.666666666666666,17,0,3,2
State University,2.84,Brazil,EST,111,Data Science Intern,1,5,4,153,Windows Firefox,LinkedIn,False,16,0,0.6,0,22.2,14,0,2,1
Liberal Arts College,3.06,USA,CST,27,Research Assistant,3,5,4,224,Windows Firefox,LinkedIn,False,15,0,0.55,0,5.4,10,0,2,3
Tech Institute,3.26,China,PST,102,Research Assistant,0,2,3,230,Windows Firefox,LinkedIn,False,16,0,0.6,0,51.0,17,0,2,5
Online University,3.35,Canada,CET,70,Marketing Intern,2,5,4,133,Windows Chrome,LinkedIn,False,13,0,0.45,0,14.0,17,0,0,2
Tech Institute,3.86,Germany,PST,101,Software Developer Intern,2,4,3,127,Windows Chrome,LinkedIn,False,14,0,0.5,0,25.25,9,0,2,5
Tech Institute,3.24,Australia,IST,103,Research Assistant,1,5,3,159,Windows Chrome,Job Portal,False,15,0,0.55,0,20.6,9,0,4,1
Community College,3.37,Brazil,CST,44,Business Analyst Intern,4,3,3,397,Mobile iOS,Company Website,False,13,0,0.5,0,14.666666666666666,10,0,3,2
Tech Institute,3.4,India,EST,119,Research Assistant,0,4,4,494,Windows Firefox,LinkedIn,False,15,0,0.55,0,29.75,11,0,3,2
Liberal Arts College,3.58,Multiple,,8,Business Analyst Intern,7,6,5,48,Automated Script,Direct,True,14,0,0.45,1,1.3333333333333333,23,0,4,3
Fake University,2.03,Unknown,,9,Marketing Intern,8,7,8,62,Windows Chrome,,True,10,0,0.55,0,1.2857142857142858,12,0,0,4
Tech Institute,3.25,China,CST,28,Software Developer Intern,1,5,4,268,Mobile iOS,LinkedIn,False,17,0,0.65,0,5.6,13,0,0,3
Online University,4.17,China,CST,65,Marketing Intern,1,2,3,199,Mac Safari,University,False,16,0,0.6,0,32.5,11,0,6,4
Liberal Arts College,3.15,Canada,CET,101,Research Assistant,0,2,3,402,Windows Firefox,Job Portal,False,14,0,0.5,0,50.5,17,0,6,5
Liberal Arts College,3.23,Australia,PST,68,Software Developer Intern,1,3,4,83,Mac Safari,Job Portal,False,13,0,0.45,0,22.666666666666668,12,0,6,5
Liberal Arts College,3.52,Brazil,GMT,112,Research Assistant,1,4,2,83,Windows Firefox,University,False,15,0,0.55,0,28.0,12,0,6,5
Community College,3.26,Germany,CET,98,Research Assistant,0,3,4,341,Mac Safari,Job Portal,False,16,0,0.6,0,32.666666666666664,15,0,6,3
Online University,2.67,USA,IST,35,Software Developer Intern,2,3,2,304,Windows Firefox,LinkedIn,False,14,0,0.5,0,11.666666666666666,17,0,2,1
International University,3.15,Brazil,GMT,30,Software Developer Intern,1,3,4,217,Mac Safari,University,False,14,0,0.5,0,10.0,15,0,4,6
Online University,3.01,UK,CST,22,Research Assistant,0,4,2,449,Windows Firefox,LinkedIn,False,14,0,0.5,0,5.5,9,0,5,3
State University,3.23,India,CET,120,Marketing Intern,1,4,2,88,Windows Firefox,LinkedIn,False,14,0,0.5,0,30.0,10,0,6,4
Tech Institute,3.99,India,UTC,5,Research Assistant,5,9,7,74,Windows Chrome,,True,12,1,0.55,0,0.5555555555555556,12,0,1,1
Online University,3.47,Brazil,GMT,101,Software Developer Intern,1,4,4,357,Mac Safari,Job Portal,False,14,0,0.5,0,25.25,10,0,4,3
Tech Institute,2.98,UK,CET,26,Software Developer Intern,0,4,3,296,Windows Chrome,LinkedIn,False,14,0,0.5,0,6.5,11,0,3,3
Community College,3.45,Brazil,GMT,98,Marketing Intern,0,2,2,214,Windows Firefox,Job Portal,False,14,0,0.5,0,49.0,9,0,2,1
State University,3.35,Germany,CST,98,Software Developer Intern,0,3,3,85,Windows Chrome,University,False,16,0,0.6,0,32.666666666666664,16,0,1,3
State University,3.81,Australia,Unknown,5,Marketing Intern,6,7,8,52,Windows Chrome,Direct,True,11,1,0.5,0,0.7142857142857143,4,1,6,2
International University,3.71,China,GMT,108,Software Developer Intern,2,3,3,173,Windows Firefox,University,False,14,0,0.5,0,36.0,12,0,6,1
Tech Institute,3.76,Canada,EST,102,Data Science Intern,0,5,3,398,Windows Chrome,Job Portal,False,14,0,0.5,0,20.4,9,0,4,2
Liberal Arts College,3.55,Germany,GMT,85,Research Assistant,5,3,2,99,Windows Chrome,Company Website,False,16,0,0.6,0,28.33333333333333,14,0,5,2
State University,3.43,India,CET,26,Business Analyst Intern,0,3,4,160,Windows Firefox,LinkedIn,False,14,0,0.5,0,8.666666666666666,9,0,5,2
Liberal Arts College,3.33,UK,IST,37,Software Developer Intern,0,2,4,265,Mobile iOS,Job Portal,False,16,0,0.6,0,18.5,14,0,4,3
Liberal Arts College,4.02,Australia,EST,109,Software Developer Intern,0,3,2,109,Mac Safari,University,False,15,0,0.55,0,36.333333333333336,9,0,1,4
Community College,3.64,Canada,PST,79,Marketing Intern,1,5,2,253,Windows Chrome,University,False,14,0,0.5,0,15.8,9,0,3,5
Fake University,3.81,USA,,3,Business Analyst Intern,4,8,5,69,Windows Chrome,,True,8,0,0.45,0,0.375,11,0,3,4
International University,3.72,India,UTC,2,Research Assistant,8,9,6,66,Automated Script,Unknown,True,6,1,0.7,1,0.2222222222222222,0,1,6,1
Online University,3.22,UK,GMT,94,Marketing Intern,1,4,3,239,Mobile iOS,LinkedIn,False,13,0,0.45,0,23.5,17,0,5,2
Tech Institute,3.45,Canada,PST,107,Research Assistant,1,5,2,420,Mac Safari,LinkedIn,False,14,0,0.5,0,21.4,15,0,3,2
State University,3.24,UK,CET,120,Business Analyst Intern,1,4,4,475,Mac Safari,Job Portal,False,12,0,0.5,0,30.0,14,0,2,1
International University,2.98,Canada,GMT,51,Business Analyst Intern,1,3,2,191,Mobile iOS,Job Portal,False,14,0,0.5,0,17.0,16,0,4,5
International University,3.59,Germany,PST,43,Business Analyst Intern,0,2,3,497,Windows Chrome,University,False,16,0,0.6,0,21.5,15,0,6,5
Online University,3.12,India,EST,88,Software Developer Intern,1,3,4,145,Windows Chrome,University,False,14,0,0.5,0,29.33333333333333,11,0,5,3
Fake University,1.61,Multiple,UTC,9,Marketing Intern,3,7,7,67,Unknown Browser,,True,11,0,0.6,0,1.2857142857142858,8,0,6,5
State University,3.19,USA,EST,77,Data Science Intern,1,4,4,170,Mobile iOS,University,False,16,0,0.6,0,19.25,9,0,1,1
Tech Institute,3.28,Australia,CST,79,Research Assistant,2,3,3,277,Mobile iOS,Company Website,False,15,0,0.55,0,26.33333333333333,14,0,1,3
Online University,3.05,Germany,PST,31,Data Science Intern,0,2,3,491,Mac Safari,Company Website,False,13,0,0.45,0,15.5,13,0,6,6
Fake University,1.39,,,8,Research Assistant,6,9,8,14,Windows Chrome,Direct,True,7,0,0.4,0,0.8888888888888888,3,1,5,3
Community College,3.17,India,IST,82,Marketing Intern,1,2,2,256,Windows Firefox,LinkedIn,False,14,0,0.5,0,41.0,9,0,0,1
Community College,3.68,Canada,PST,70,Business Analyst Intern,1,5,4,230,Mac Safari,Job Portal,False,15,0,0.55,0,14.0,12,0,6,2
Community College,3.62,USA,CST,74,Research Assistant,1,4,4,374,Windows Chrome,LinkedIn,False,14,0,0.5,0,18.5,11,0,0,2
Tech Institute,3.46,China,CET,68,Research Assistant,0,3,2,330,Windows Chrome,Job Portal,False,14,0,0.5,0,22.666666666666668,10,0,1,6
Online University,3.64,Unknown,Unknown,9,Software Developer Intern,7,7,8,35,Unknown Browser,,True,12,1,0.55,0,1.2857142857142858,12,0,4,3
Liberal Arts College,3.38,Brazil,IST,32,Research Assistant,1,5,2,136,Windows Firefox,Company Website,False,14,0,0.55,0,6.4,14,0,1,3
Tech Institute,3.24,UK,GMT,33,Business Analyst Intern,1,2,2,324,Windows Chrome,Company Website,False,13,0,0.45,0,16.5,17,0,5,6
Liberal Arts College,3.64,UK,CET,30,Marketing Intern,0,4,2,454,Mobile iOS,LinkedIn,False,14,0,0.5,0,7.5,16,0,1,6
International University,3.33,India,PST,31,Data Science Intern,0,5,3,364,Windows Chrome,Company Website,False,13,0,0.45,0,6.2,15,0,1,4
International University,3.59,Germany,CST,119,Data Science Intern,0,3,4,148,Mac Safari,Company Website,False,13,0,0.45,0,39.66666666666666,17,0,6,2
Tech Institute,3.42,USA,CST,47,Business Analyst Intern,1,5,4,307,Mac Safari,LinkedIn,False,14,0,0.5,0,9.4,17,0,6,6
Liberal Arts College,3.8,Canada,CST,85,Software Developer Intern,1,4,3,251,Mobile iOS,Company Website,False,16,0,0.6,0,21.25,14,0,2,5
State University,3.67,Australia,GMT,56,Data Science Intern,2,4,2,287,Mac Safari,LinkedIn,False,15,0,0.55,0,14.0,15,0,5,2
Community College,3.67,India,CST,39,Marketing Intern,2,5,4,360,Mac Safari,University,False,14,0,0.5,0,7.8,17,0,5,6
Online University,3.64,Australia,CST,76,Data Science Intern,2,2,3,381,Mobile iOS,LinkedIn,False,14,0,0.5,0,38.0,10,0,2,5
International University,3.7,Canada,CET,88,Marketing Intern,0,4,3,279,Mac Safari,University,False,13,0,0.45,0,22.0,12,0,2,5
Liberal Arts College,3.27,UK,CST,68,Software Developer Intern,1,5,2,259,Mac Safari,LinkedIn,False,15,0,0.55,0,13.6,16,0,3,3
State University,3.78,USA,UTC,10,Business Analyst Intern,6,8,5,24,Automated Script,,True,18,0,0.9,1,1.25,8,0,1,1
Community College,3.39,China,PST,92,Data Science Intern,2,3,3,396,Mac Safari,Company Website,False,14,0,0.5,0,30.666666666666668,13,0,4,5
